19,0,8,2,50,315,23,132,0,0,0,0,0,0,0,0,7,46,36,0,7,0,0
259,2151,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0
6,0,0,6,12,75,39,14,0,0,39,0,2,4,2,0,3,12,31,0,0,5,38
12,5,28,1,76,638,2,273,0,0,0,0,0,0,0,0,6,77,167,0,3,0,0
4,0,0,3,18,77,34,36,0,0,7,0,0,3,34,0,0,54,77,0,0,3,34
5,1,0,3,11,215,26,18,0,0,0,0,0,0,0,0,4,31,82,0,2,0,0
0,0,0,4,0,0,88,0,0,0,264,0,1,9,60,0,1,19,72,0,0,4,88
0,0,0,2,0,0,13,0,0,0,4,0,0,1,1,0,0,18,69,0,0,2,13
6,0,1,1,40,104,24,72,0,0,55,0,0,3,12,0,0,17,16,0,0,1,24
15,2,1,7,26,224,34,26,0,0,44,0,2,5,4,0,5,22,11,0,0,3,32
9,7,12,3,70,339,4,172,0,0,0,0,0,0,0,0,4,66,82,0,2,0,0
4,0,6,0,62,158,0,132,0,0,0,0,0,0,0,0,5,78,160,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,87,0,0,0,0
18,3,1,7,34,249,35,56,0,0,19,0,1,5,7,0,4,17,10,0,2,3,26
22,9,2,8,54,375,25,65,0,0,34,0,0,6,6,0,3,15,8,0,4,1,16
27,0,8,3,88,437,43,193,0,0,17,0,0,0,0,0,0,11,17,0,2,3,36
0,0,0,11,0,0,18,0,0,0,2,0,0,0,0,0,1,0,0,0,0,11,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,312,0,0,0,0
13,0,0,10,0,107,17,0,0,0,2,0,0,1,0,0,1,2,0,0,0,1,6
52,21,22,3,157,1560,46,479,0,0,54,0,1,24,43,0,3,64,315,0,2,3,42
2,0,1,0,22,89,0,65,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0
54,62,160,5,246,1918,16,460,0,0,0,0,0,0,0,0,14,108,82,0,31,0,0
16,0,2,5,34,226,21,40,0,0,23,0,2,4,2,0,5,8,3,0,1,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
6,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
70,43,77,12,181,577,99,309,0,0,0,0,0,0,0,0,6,97,96,0,51,0,0
7,11,18,3,36,245,7,78,0,0,0,0,0,0,0,0,3,11,6,0,7,0,0
87,11,38,11,165,723,194,491,0,0,0,0,0,0,0,0,4,105,307,0,71,0,0
10,8,3,4,60,574,51,193,0,0,0,0,0,0,0,0,4,115,226,0,4,0,0
24,0,0,68,0,59,185,0,0,0,8,0,10,29,0,0,4,12,0,0,0,52,163
63,20,6,18,38,640,125,159,0,0,23,0,0,1,4,0,0,8,25,0,9,3,32
44,17,28,8,47,391,43,135,0,0,0,0,0,0,0,0,3,32,17,0,20,0,0
105,120,98,13,153,1129,92,437,0,0,0,0,0,0,0,0,5,39,41,0,57,0,0
12,6,2,4,24,367,35,65,0,0,0,0,0,0,0,0,3,84,114,0,2,0,0
4,0,0,4,0,98,16,0,0,0,0,0,0,0,0,0,1,22,82,0,0,0,0
0,0,0,2,0,0,18,0,0,0,10,0,0,5,0,0,1,8,23,0,0,2,18
4,0,1,0,9,53,0,46,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0,0,0,0
8,0,7,1,46,117,6,120,0,0,0,0,0,0,0,0,4,76,104,0,3,0,0
5,0,1,3,11,116,23,42,0,0,0,0,0,0,0,0,3,56,66,0,2,0,0
10,1,0,6,9,100,52,14,0,0,40,0,0,6,8,0,1,14,13,0,0,3,30
137,666,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0
0,0,0,2,0,0,50,0,0,0,90,0,0,2,0,0,0,6,20,0,0,2,50
10,9,0,6,0,238,41,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,0,0
39,2,0,22,10,363,127,25,0,0,104,0,0,7,27,0,0,6,20,0,3,4,55
21,0,5,1,130,315,44,275,0,0,210,0,1,59,205,0,3,62,158,0,1,1,44
1,0,0,2,0,43,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
